Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,404,Kenya,KEN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,17651,,,,17651,,73103,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,410,Rep. of Korea,KOR,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,37989,,,,37989,,206833,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,418,Lao People's Dem. Rep.,LAO,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,92,,,,92,,819,,,2
H4,2012,2012,2012,4,0,1,Import,620,Portugal,PRT,422,Lebanon,LBN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,19,,,,19,,1882,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,422,Lebanon,LBN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,4541,,,,4541,,19626,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,428,Latvia,LVA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,304327,,,,304327,,897099,,,2
H4,2012,2012,2012,4,0,1,Import,620,Portugal,PRT,440,Lithuania,LTU,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,72,,,,72,,711,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,440,Lithuania,LTU,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,79362,,,,79362,,346129,,,2
H4,2012,2012,2012,4,0,1,Import,620,Portugal,PRT,442,Luxembourg,LUX,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,4002,,,,4002,,109583,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,442,Luxembourg,LUX,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,4279400,,,,4279400,,11228211,,,2
H4,2012,2012,2012,4,0,1,Import,620,Portugal,PRT,446,"China, Macao SAR",MAC,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,2822,,,,2822,,59455,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,446,"China, Macao SAR",MAC,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,1860640,,,,1860640,,8803537,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,450,Madagascar,MDG,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,14042,,,,14042,,27553,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,458,Malaysia,MYS,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,18145,,,,18145,,122121,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,462,Maldives,MDV,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,3311,,,,3311,,22289,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,466,Mali,MLI,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,16536,,,,16536,,61409,,,2
H4,2012,2012,2012,4,0,1,Import,620,Portugal,PRT,470,Malta,MLT,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,2508,,,,2508,,113790,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,470,Malta,MLT,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,71822,,,,71822,,347581,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,480,Mauritius,MUS,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,21096,,,,21096,,61951,,,2
H4,2012,2012,2012,4,0,1,Import,620,Portugal,PRT,484,Mexico,MEX,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,55,,,,55,,1523,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,484,Mexico,MEX,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,554445,,,,554445,,1810443,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,490,"Other Asia, nes",,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,65589,,,,65589,,525203,,,2
H4,2012,2012,2012,4,0,1,Import,620,Portugal,PRT,498,Rep. of Moldova,MDA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,16,,,,16,,167,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,504,Morocco,MAR,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,25846,,,,25846,,86400,,,2
H4,2012,2012,2012,4,0,1,Import,620,Portugal,PRT,508,Mozambique,MOZ,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,1,,,,1,,176,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,508,Mozambique,MOZ,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,7754223,,,,7754223,,9144722,,,2
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,516,Namibia,NAM,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,53946,,,,53946,,308661,,,2
